地图号,地图名,点序号,列,行,类型,跟随1,跟随2,跟随3
17f,千足の魔神列車 千足的魔神列车,4,5,b,1c,20,,
17f,千足の魔神列車 千足的魔神列车,5,b,11,1c,20,,
17f,千足の魔神列車 千足的魔神列车,6,18,3,6,1,9,
17f,千足の魔神列車 千足的魔神列车,7,18,4,6,1,a,
17f,千足の魔神列車 千足的魔神列车,8,18,5,6,1,b,
17f,千足の魔神列車 千足的魔神列车,9,1,9,6,18,3,
17f,千足の魔神列車 千足的魔神列车,10,1,a,6,18,4,
17f,千足の魔神列車 千足的魔神列车,11,1,b,6,18,5,
17f,千足の魔神列車 千足的魔神列车,12,18,9,6,1,f,
17f,千足の魔神列車 千足的魔神列车,13,18,a,6,1,10,
17f,千足の魔神列車 千足的魔神列车,14,18,b,6,1,11,
17f,千足の魔神列車 千足的魔神列车,15,1,f,6,18,9,
17f,千足の魔神列車 千足的魔神列车,16,1,10,6,18,a,
17f,千足の魔神列車 千足的魔神列车,17,1,11,6,18,b,
17f,千足の魔神列車 千足的魔神列车,18,16,4,7,96d,1,
17f,千足の魔神列車 千足的魔神列车,19,16,a,7,a32,1,
17f,千足の魔神列車 千足的魔神列车,20,11,e,7,8a4,1,
17f,千足の魔神列車 千足的魔神列车,21,a,9,8(宝物堆),11a,3,
17f,千足の魔神列車 千足的魔神列车,22,6,11,8(宝物堆),11b,3,
17f,千足の魔神列車 千足的魔神列车,23,12,e,8(宝物堆),11e,2,
17f,千足の魔神列車 千足的魔神列车,24,4,5,21,25,,
17f,千足の魔神列車 千足的魔神列车,25,d,4,f(治愈点),,,
17f,千足の魔神列車 千足的魔神列车,26,d,10,f(治愈点),,,
17f,千足の魔神列車 千足的魔神列车,27,5,a,2(出击门),2,,
17f,千足の魔神列車 千足的魔神列车,28,d,9,5(刷怪旋涡),2,5,
17f,千足の魔神列車 千足的魔神列车,29,d,b,5(刷怪旋涡),2,5,
17f,千足の魔神列車 千足的魔神列车,30,d,a,5(刷怪旋涡),2,5,
180,鼓炎嘯 鼓炎啸,0,b,15,2(出击门),,,
180,鼓炎嘯 鼓炎啸,1,15,b,2(出击门),2,,
180,鼓炎嘯 鼓炎啸,2,b,b,2(出击门),2,,
180,鼓炎嘯 鼓炎啸,3,a,1,5(刷怪旋涡),4,f,
180,鼓炎嘯 鼓炎啸,4,c,1,5(刷怪旋涡),4,f,
180,鼓炎嘯 鼓炎啸,5,1,a,5(刷怪旋涡),4,f,
180,鼓炎嘯 鼓炎啸,6,1,c,5(刷怪旋涡),4,f,
180,鼓炎嘯 鼓炎啸,7,15,a,5(刷怪旋涡),6,a,
180,鼓炎嘯 鼓炎啸,8,15,c,5(刷怪旋涡),6,a,
180,鼓炎嘯 鼓炎啸,9,a,15,5(刷怪旋涡),6,a,
180,鼓炎嘯 鼓炎啸,10,c,15,5(刷怪旋涡),6,a,
180,鼓炎嘯 鼓炎啸,11,8,8,5(刷怪旋涡),2,1e,
180,鼓炎嘯 鼓炎啸,12,e,8,5(刷怪旋涡),2,1e,
180,鼓炎嘯 鼓炎啸,13,8,e,5(刷怪旋涡),2,1e,
180,鼓炎嘯 鼓炎啸,14,e,e,5(刷怪旋涡),2,1e,
180,鼓炎嘯 鼓炎啸,15,b,3,1c,20,,
180,鼓炎嘯 鼓炎啸,16,3,b,1c,20,,
180,鼓炎嘯 鼓炎啸,17,13,b,1c,20,,
180,鼓炎嘯 鼓炎啸,18,b,13,1c,20,,
180,鼓炎嘯 鼓炎啸,19,b,9,12,2,,
180,鼓炎嘯 鼓炎啸,20,9,a,12,2,,
180,鼓炎嘯 鼓炎啸,21,d,a,12,2,,
180,鼓炎嘯 鼓炎啸,22,a,b,12,2,,
180,鼓炎嘯 鼓炎啸,23,c,b,12,2,,
180,鼓炎嘯 鼓炎啸,24,9,c,12,2,,
180,鼓炎嘯 鼓炎啸,25,d,c,12,2,,
180,鼓炎嘯 鼓炎啸,26,b,d,12,2,,
180,鼓炎嘯 鼓炎啸,27,6,6,6,10,10,
180,鼓炎嘯 鼓炎啸,28,6,10,6,10,6,
180,鼓炎嘯 鼓炎啸,29,10,6,6,6,10,
180,鼓炎嘯 鼓炎啸,30,10,10,6,6,6,
180,鼓炎嘯 鼓炎啸,31,6,b,6,9,b,
180,鼓炎嘯 鼓炎啸,32,9,b,6,6,b,
180,鼓炎嘯 鼓炎啸,33,d,b,6,10,b,
180,鼓炎嘯 鼓炎啸,34,10,b,6,d,b,
180,鼓炎嘯 鼓炎啸,35,b,a,7,aff,1,
180,鼓炎嘯 鼓炎啸,36,13,1,7,b0c,1,
180,鼓炎嘯 鼓炎啸,37,3,15,7,9cd,1,
180,鼓炎嘯 鼓炎啸,38,13,15,7,905,1,
180,鼓炎嘯 鼓炎啸,39,15,3,8(宝物堆),d4,3,
180,鼓炎嘯 鼓炎啸,40,1,13,8(宝物堆),d0,5,
180,鼓炎嘯 鼓炎啸,41,15,13,8(宝物堆),d2,5,
180,鼓炎嘯 鼓炎啸,42,e,1,8(宝物堆),ce,5,
180,鼓炎嘯 鼓炎啸,43,5,11,8(宝物堆),d3,2,
180,鼓炎嘯 鼓炎啸,44,b,6,10,,,
180,鼓炎嘯 鼓炎啸,45,b,10,10,,,
191,絶天縁の座 绝天缘之座,0,3,9,5(刷怪旋涡),3,c,
191,絶天縁の座 绝天缘之座,1,b,9,5(刷怪旋涡),3,c,
191,絶天縁の座 绝天缘之座,2,d,d,20(挖掘点),27,5,
191,絶天縁の座 绝天缘之座,3,d,f,20(挖掘点),27,5,
191,絶天縁の座 绝天缘之座,4,1,f,1f(采集点),27,5,
191,絶天縁の座 绝天缘之座,5,2,f,1f(采集点),27,5,
191,絶天縁の座 绝天缘之座,6,1,b,1c,27,,
191,絶天縁の座 绝天缘之座,7,d,b,1c,27,,
191,絶天縁の座 绝天缘之座,8,7,6,f(治愈点),,,
191,絶天縁の座 绝天缘之座,9,1,9,7,774,1,
191,絶天縁の座 绝天缘之座,10,1,a,8(宝物堆),2a4,3,
191,絶天縁の座 绝天缘之座,11,4,7,8(宝物堆),2c4,3,
191,絶天縁の座 绝天缘之座,12,b,6,8(宝物堆),2a8,3,
191,絶天縁の座 绝天缘之座,13,d,e,7,20a,5,
191,絶天縁の座 绝天缘之座,14,6,8,8(宝物堆),2a3,3,
191,絶天縁の座 绝天缘之座,15,2,a,2(出击门),2,,
191,絶天縁の座 绝天缘之座,16,c,a,2(出击门),2,,
192,魔シキ封錬ノ塔茎 魔式封炼之塔茎,0,d,f,2(出击门),,,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,0,9,10,f(治愈点),,,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,1,9,10,10,,,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,2,1,9,8(宝物堆),119,2,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,3,3,14,8(宝物堆),11f,2,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,4,d,9,8(宝物堆),11c,2,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,5,f,15,8(宝物堆),120,2,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,6,2,9,8(宝物堆),11e,2,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,7,9,8,1c,27,,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,8,2,10,1c,27,,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,9,10,10,1c,27,,
193,ルーン＝ラクスミウ 卢恩-拉克丝米乌,10,9,a,2(出击门),2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,0,8,9,1f(采集点),5,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,1,f,1,20(挖掘点),29,7,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,2,1,b,20(挖掘点),29,6,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,3,8,4,1c,12,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,4,d,3,1c,12,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,5,7,d,1c,12,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,6,c,c,1c,13,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,7,b,8,7,841,1,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,8,5,1,7,771,1,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,9,4,1,d,,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,10,1,5,2a(破损的石碑),14,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,11,c,1,2a(破损的石碑),14,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,12,b,1,2a(破损的石碑),14,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,13,8,c,2a(破损的石碑),14,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,14,2,5,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,15,4,4,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,16,2,b,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,17,5,7,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,18,5,d,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,19,9,c,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,20,c,a,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,21,f,b,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,22,7,6,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,23,7,8,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,24,a,5,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,25,9,8,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,26,8,3,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,27,f,2,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,28,e,6,14,2,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,29,9,5,f(治愈点),,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,30,9,5,10,,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,31,3,4,f(治愈点),,,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,32,d,c,8(宝物堆),14c,1,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,33,2,d,8(宝物堆),e4,5,
1a5,ヴィネヘデス遺跡 维内赫德斯遗迹,34,8,6,8(宝物堆),cd,5,
1a6,封錬ノ城 封炼之城,0,9,6,f(治愈点),,,
1a6,封錬ノ城 封炼之城,1,9,6,10,,,
1a6,封錬ノ城 封炼之城,2,1,b,1f(采集点),2a,4,
1a6,封錬ノ城 封炼之城,3,1,c,1f(采集点),2a,5,
1a6,封錬ノ城 封炼之城,4,a,8,1f(采集点),2a,6,
1a6,封錬ノ城 封炼之城,5,b,c,1f(采集点),2a,4,
1a6,封錬ノ城 封炼之城,6,6,3,20(挖掘点),2a,5,
1a6,封錬ノ城 封炼之城,7,b,3,20(挖掘点),2a,6,
1a6,封錬ノ城 封炼之城,8,3,6,1c,12,,
1a6,封錬ノ城 封炼之城,9,d,1,1c,12,,
1a6,封錬ノ城 封炼之城,10,10,9,1c,13,,
1a6,封錬ノ城 封炼之城,11,9,1,7,9cb,1,
1a6,封錬ノ城 封炼之城,12,c,9,3c,,,
1a6,封錬ノ城 封炼之城,13,8,2,2b,28,,
1a6,封錬ノ城 封炼之城,14,a,2,2b,28,,
1a6,封錬ノ城 封炼之城,15,1,5,14,2,,
1a6,封錬ノ城 封炼之城,16,5,5,14,2,,
1a6,封錬ノ城 封炼之城,17,2,7,14,2,,
1a6,封錬ノ城 封炼之城,18,5,7,14,2,,
1a6,封錬ノ城 封炼之城,19,8,5,14,2,,
1a6,封錬ノ城 封炼之城,20,a,7,14,2,,
1a6,封錬ノ城 封炼之城,21,f,4,14,2,,
1a6,封錬ノ城 封炼之城,22,e,5,14,2,,
1a6,封錬ノ城 封炼之城,23,f,8,14,2,,
1a6,封錬ノ城 封炼之城,24,e,b,14,2,,
1a6,封錬ノ城 封炼之城,25,3,5,f(治愈点),,,
1a6,封錬ノ城 封炼之城,26,f,5,f(治愈点),,,
1a6,封錬ノ城 封炼之城,27,6,c,8(宝物堆),76b,3,
1a6,封錬ノ城 封炼之城,28,7,c,8(宝物堆),d4,1,
1a6,封錬ノ城 封炼之城,29,8,c,8(宝物堆),89e,1,
1a6,封錬ノ城 封炼之城,30,d,a,8(宝物堆),14e,2,
1a6,封錬ノ城 封炼之城,31,5,b,21,25,,
1a7,封錬ノ大祭壇 封炼之大祭坛,0,b,6,17(陷阱),,,
1cd,瀑布の川 瀑布之川,0,11,7,5(刷怪旋涡),3,6,
1cd,瀑布の川 瀑布之川,1,11,a,5(刷怪旋涡),3,8,
1cd,瀑布の川 瀑布之川,2,3,9,5(刷怪旋涡),3,8,
1cd,瀑布の川 瀑布之川,3,13,6,5(刷怪旋涡),4,7,
1cd,瀑布の川 瀑布之川,4,14,b,5(刷怪旋涡),4,7,
1cd,瀑布の川 瀑布之川,5,1,4,1f(采集点),26,6,
1cd,瀑布の川 瀑布之川,6,1,a,1f(采集点),26,7,
1cd,瀑布の川 瀑布之川,7,3,a,1f(采集点),26,7,
1cd,瀑布の川 瀑布之川,8,8,7,1f(采集点),26,4,
1cd,瀑布の川 瀑布之川,9,c,1,20(挖掘点),26,6,
1cd,瀑布の川 瀑布之川,10,b,4,20(挖掘点),26,6,
1cd,瀑布の川 瀑布之川,11,5,2,1c,14,,
1cd,瀑布の川 瀑布之川,12,b,c,1c,14,,
1cd,瀑布の川 瀑布之川,13,f,5,1c,14,,
1cd,瀑布の川 瀑布之川,14,14,8,1c,14,,
1cd,瀑布の川 瀑布之川,15,12,b,1c,15,,
1cd,瀑布の川 瀑布之川,16,6,8,1c,15,,
1cd,瀑布の川 瀑布之川,17,2,6,29(枯萎的嫩芽),a,,
1cd,瀑布の川 瀑布之川,18,5,4,29(枯萎的嫩芽),a,,
1cd,瀑布の川 瀑布之川,19,a,6,29(枯萎的嫩芽),a,,
1cd,瀑布の川 瀑布之川,20,9,9,29(枯萎的嫩芽),a,,
1cd,瀑布の川 瀑布之川,21,d,7,29(枯萎的嫩芽),a,,
1cd,瀑布の川 瀑布之川,22,e,b,29(枯萎的嫩芽),a,,
1cd,瀑布の川 瀑布之川,23,1,1,8(宝物堆),234,1,
1cd,瀑布の川 瀑布之川,24,2,1,8(宝物堆),c9,19,
1cd,瀑布の川 瀑布之川,25,3,1,8(宝物堆),235,1,
1cd,瀑布の川 瀑布之川,26,1,c,7,70e,1,
1cd,瀑布の川 瀑布之川,27,3,c,7,969,1,
1cd,瀑布の川 瀑布之川,28,2,8,21,25,,
1cd,瀑布の川 瀑布之川,29,7,8,f(治愈点),,,
1cd,瀑布の川 瀑布之川,30,b,5,15,2,,
1cd,瀑布の川 瀑布之川,31,d,9,15,2,,
1cd,瀑布の川 瀑布之川,32,e,c,15,2,,
1ce,蒼涙の洞窟 苍泪洞窟,0,f,1,5(刷怪旋涡),5,6,
1ce,蒼涙の洞窟 苍泪洞窟,1,6,4,20(挖掘点),2c,5,
1ce,蒼涙の洞窟 苍泪洞窟,2,d,4,20(挖掘点),2c,7,
1ce,蒼涙の洞窟 苍泪洞窟,3,8,a,20(挖掘点),2c,5,
1ce,蒼涙の洞窟 苍泪洞窟,4,9,a,20(挖掘点),2c,5,
1ce,蒼涙の洞窟 苍泪洞窟,5,9,b,20(挖掘点),2c,5,
1ce,蒼涙の洞窟 苍泪洞窟,6,6,6,1c,15,,
1ce,蒼涙の洞窟 苍泪洞窟,7,3,8,1c,15,,
1ce,蒼涙の洞窟 苍泪洞窟,8,e,2,1c,15,,
1ce,蒼涙の洞窟 苍泪洞窟,9,10,c,1c,15,,
1ce,蒼涙の洞窟 苍泪洞窟,10,c,b,8(宝物堆),cd,14,
1ce,蒼涙の洞窟 苍泪洞窟,11,b,b,8(宝物堆),707,2,
1ce,蒼涙の洞窟 苍泪洞窟,12,d,b,8(宝物堆),120,2,
1ce,蒼涙の洞窟 苍泪洞窟,13,1,5,7,d4,1,
1ce,蒼涙の洞窟 苍泪洞窟,14,1,c,7,8a3,1,
1ce,蒼涙の洞窟 苍泪洞窟,15,b,c,7,6aa,1,
1ce,蒼涙の洞窟 苍泪洞窟,16,c,c,7,13a,1,
1ce,蒼涙の洞窟 苍泪洞窟,17,9,1,2a(破损的石碑),14,,
1ce,蒼涙の洞窟 苍泪洞窟,18,d,2,2a(破损的石碑),14,,
1ce,蒼涙の洞窟 苍泪洞窟,19,2,9,2a(破损的石碑),14,,
1ce,蒼涙の洞窟 苍泪洞窟,20,10,8,2a(破损的石碑),14,,
1ce,蒼涙の洞窟 苍泪洞窟,21,b,3,15,2,,
1ce,蒼涙の洞窟 苍泪洞窟,22,f,6,15,2,,
1ce,蒼涙の洞窟 苍泪洞窟,23,b,8,15,2,,
1ce,蒼涙の洞窟 苍泪洞窟,24,7,7,15,2,,
1ce,蒼涙の洞窟 苍泪洞窟,25,c,5,23,2,,
1ce,蒼涙の洞窟 苍泪洞窟,26,e,a,23,2,,
1ce,蒼涙の洞窟 苍泪洞窟,27,3,5,23,2,,
1ce,蒼涙の洞窟 苍泪洞窟,28,8,8,23,2,,
1ce,蒼涙の洞窟 苍泪洞窟,29,1,b,e,,,
1ce,蒼涙の洞窟 苍泪洞窟,30,6,9,f(治愈点),,,
1ce,蒼涙の洞窟 苍泪洞窟,31,6,9,10,,,
1ce,蒼涙の洞窟 苍泪洞窟,32,7,5,f(治愈点),,,
1ce,蒼涙の洞窟 苍泪洞窟,33,10,5,1f(采集点),2c,7,
1ce,蒼涙の洞窟 苍泪洞窟,34,b,a,1f(采集点),2c,7,
1ce,蒼涙の洞窟 苍泪洞窟,35,f,8,5(刷怪旋涡),5,6,
1e1,荒廃した聖地 荒废的圣地,0,7,4,2(出击门),,,
1e1,荒廃した聖地 荒废的圣地,1,e,c,2(出击门),2,,
1e1,荒廃した聖地 荒废的圣地,2,1,e,2(出击门),2,,
1e1,荒廃した聖地 荒废的圣地,3,6,c,2c,50,,
1e1,荒廃した聖地 荒废的圣地,4,8,e,2c,50,,
1e1,荒廃した聖地 荒废的圣地,5,13,9,2c,50,,
1e1,荒廃した聖地 荒废的圣地,6,3,1,2c,50,,
1e1,荒廃した聖地 荒废的圣地,7,2,b,2c,50,,
1e1,荒廃した聖地 荒废的圣地,8,a,5,5(刷怪旋涡),3,5,
1e1,荒廃した聖地 荒废的圣地,9,8,c,5(刷怪旋涡),4,5,
1e1,荒廃した聖地 荒废的圣地,10,c,4,1f(采集点),2d,5,
1e1,荒廃した聖地 荒废的圣地,11,b,14,1f(采集点),2d,8,
1e1,荒廃した聖地 荒废的圣地,12,13,12,1f(采集点),2d,6,
1e1,荒廃した聖地 荒废的圣地,13,1,4,20(挖掘点),2d,8,
1e1,荒廃した聖地 荒废的圣地,14,a,12,20(挖掘点),2d,7,
1e1,荒廃した聖地 荒废的圣地,15,c,e,20(挖掘点),2d,4,
1e1,荒廃した聖地 荒废的圣地,16,14,f,20(挖掘点),2d,5,
1e1,荒廃した聖地 荒废的圣地,17,7,2,1c,16,,
1e1,荒廃した聖地 荒废的圣地,18,7,7,1c,16,,
1e1,荒廃した聖地 荒废的圣地,19,11,5,1c,17,,
1e1,荒廃した聖地 荒废的圣地,20,1,c,1c,17,,
1e1,荒廃した聖地 荒废的圣地,21,b,c,1c,17,,
1e1,荒廃した聖地 荒废的圣地,22,b,1,8(宝物堆),209,3,
1e1,荒廃した聖地 荒废的圣地,23,b,f,8(宝物堆),e2,5,
1e1,荒廃した聖地 荒废的圣地,24,9,8,8(宝物堆),cd,3,
1e1,荒廃した聖地 荒废的圣地,25,1,11,8(宝物堆),18b,3,
1e1,荒廃した聖地 荒废的圣地,26,13,11,8(宝物堆),648,1,
1e1,荒廃した聖地 荒废的圣地,27,10,9,8(宝物堆),11c,1,
1e1,荒廃した聖地 荒废的圣地,28,13,e,9,,,
1e1,荒廃した聖地 荒废的圣地,29,7,d,f(治愈点),,,
1e1,荒廃した聖地 荒废的圣地,30,7,14,21,25,,
1e1,荒廃した聖地 荒废的圣地,31,5,f,5(刷怪旋涡),5,4,
1e1,荒廃した聖地 荒废的圣地,32,c,12,f(治愈点),,,
1e2,封錬廠廊 封炼厂廊,0,8,6,10,,,
1e2,封錬廠廊 封炼厂廊,1,d,2,1f(采集点),2e,5,
1e2,封錬廠廊 封炼厂廊,2,9,9,1f(采集点),2e,6,
1e2,封錬廠廊 封炼厂廊,3,12,1,1f(采集点),2e,6,
1e2,封錬廠廊 封炼厂廊,4,d,7,1f(采集点),2e,5,
1e2,封錬廠廊 封炼厂廊,5,5,1,20(挖掘点),2e,5,
1e2,封錬廠廊 封炼厂廊,6,5,b,20(挖掘点),2e,5,
1e2,封錬廠廊 封炼厂廊,7,14,a,20(挖掘点),2e,7,
1e2,封錬廠廊 封炼厂廊,8,12,b,20(挖掘点),2e,6,
1e2,封錬廠廊 封炼厂廊,9,f,6,1c,16,,
1e2,封錬廠廊 封炼厂廊,10,d,3,1c,16,,
1e2,封錬廠廊 封炼厂廊,11,14,3,1c,17,,
1e2,封錬廠廊 封炼厂廊,12,b,1,7,774,1,
1e2,封錬廠廊 封炼厂廊,13,c,9,7,8a2,1,
1e2,封錬廠廊 封炼厂廊,14,5,4,8(宝物堆),18a,2,
1e2,封錬廠廊 封炼厂廊,15,d,9,8(宝物堆),231,2,
1e2,封錬廠廊 封炼厂廊,16,2,2,2b,28,,
1e2,封錬廠廊 封炼厂廊,17,8,2,2b,28,,
1e2,封錬廠廊 封炼厂廊,18,2,a,2b,28,,
1e2,封錬廠廊 封炼厂廊,19,8,a,2b,28,,
1e2,封錬廠廊 封炼厂廊,20,8,4,15,2,,
1e2,封錬廠廊 封炼厂廊,21,6,5,15,2,,
1e2,封錬廠廊 封炼厂廊,22,a,5,15,2,,
1e2,封錬廠廊 封炼厂廊,23,6,7,15,2,,
1e2,封錬廠廊 封炼厂廊,24,a,7,15,2,,
1e2,封錬廠廊 封炼厂廊,25,8,8,15,2,,
1e2,封錬廠廊 封炼厂廊,26,f,3,15,2,,
1e2,封錬廠廊 封炼厂廊,27,10,9,15,2,,
1e2,封錬廠廊 封炼厂廊,28,d,6,f(治愈点),,,
1e2,封錬廠廊 封炼厂廊,29,2,b,8(宝物堆),d7,3,
1e2,封錬廠廊 封炼厂廊,30,3,b,8(宝物堆),18c,2,
1e2,封錬廠廊 封炼厂廊,31,2,1,8(宝物堆),b04,1,
1e2,封錬廠廊 封炼厂廊,32,12,3,8(宝物堆),d4,1,
1e3,水焚の卿杜 水焚之卿杜,0,4,10,f(治愈点),,,
1e3,水焚の卿杜 水焚之卿杜,1,4,10,10,,,
1e3,水焚の卿杜 水焚之卿杜,2,5,7,1f(采集点),2f,5,
1e3,水焚の卿杜 水焚之卿杜,3,1,9,1f(采集点),2f,6,
1e3,水焚の卿杜 水焚之卿杜,4,b,16,1f(采集点),2f,7,
1e3,水焚の卿杜 水焚之卿杜,5,f,10,1f(采集点),2f,6,
1e3,水焚の卿杜 水焚之卿杜,6,6,a,20(挖掘点),2f,5,
1e3,水焚の卿杜 水焚之卿杜,7,7,a,20(挖掘点),2f,5,
1e3,水焚の卿杜 水焚之卿杜,8,9,8,20(挖掘点),2f,7,
1e3,水焚の卿杜 水焚之卿杜,9,d,d,20(挖掘点),2f,6,
1e3,水焚の卿杜 水焚之卿杜,10,7,2,1c,16,,
1e3,水焚の卿杜 水焚之卿杜,11,1,a,1c,16,,
1e3,水焚の卿杜 水焚之卿杜,12,2,a,1c,16,,
1e3,水焚の卿杜 水焚之卿杜,13,9,a,1c,17,,
1e3,水焚の卿杜 水焚之卿杜,14,c,f,1c,17,,
1e3,水焚の卿杜 水焚之卿杜,15,6,9,7,119,2,
1e3,水焚の卿杜 水焚之卿杜,16,2,9,8(宝物堆),18b,3,
1e3,水焚の卿杜 水焚之卿杜,17,1,c,8(宝物堆),711,1,
1e3,水焚の卿杜 水焚之卿杜,18,1,13,8(宝物堆),11a,2,
1e3,水焚の卿杜 水焚之卿杜,19,e,9,8(宝物堆),18c,2,
1e3,水焚の卿杜 水焚之卿杜,20,6,b,2b,28,,
1e3,水焚の卿杜 水焚之卿杜,21,7,e,2b,28,,
1e3,水焚の卿杜 水焚之卿杜,22,1,2,15,2,,
1e3,水焚の卿杜 水焚之卿杜,23,7,4,15,2,,
1e3,水焚の卿杜 水焚之卿杜,24,4,f,15,2,,
1e3,水焚の卿杜 水焚之卿杜,25,7,14,15,2,,
1e3,水焚の卿杜 水焚之卿杜,26,9,12,15,2,,
1e3,水焚の卿杜 水焚之卿杜,27,b,5,9,,,
1e3,水焚の卿杜 水焚之卿杜,28,f,7,9,,,
1e3,水焚の卿杜 水焚之卿杜,29,f,12,9,,,
1e3,水焚の卿杜 水焚之卿杜,30,4,14,5(刷怪旋涡),4,e,
1e3,水焚の卿杜 水焚之卿杜,31,b,f,f(治愈点),,,
1e3,水焚の卿杜 水焚之卿杜,32,b,14,f(治愈点),,,
1e3,水焚の卿杜 水焚之卿杜,33,a,d,15,2,,
1e3,水焚の卿杜 水焚之卿杜,34,c,15,15,2,,
1e3,水焚の卿杜 水焚之卿杜,35,d,9,15,2,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,0,7,f,f(治愈点),,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,1,7,f,10,,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,2,5,13,1f(采集点),30,4,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,3,1,c,1f(采集点),30,4,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,4,d,5,20(挖掘点),30,6,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,5,1,5,20(挖掘点),30,6,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,6,d,11,20(挖掘点),30,5,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,7,4,8,1c,16,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,8,a,c,1c,16,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,9,b,6,1c,17,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,10,4,11,1c,17,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,11,1,e,7,8a4,1,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,12,1,f,e,,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,13,8,12,8(宝物堆),131,1,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,14,9,12,8(宝物堆),189,3,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,15,2,b,2c,50,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,16,c,8,12,2,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,17,c,b,12,2,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,18,5,12,12,2,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,19,c,12,12,2,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,20,2,13,f(治愈点),,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,21,7,5,9,,,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,22,6,9,8(宝物堆),208,5,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,23,7,9,8(宝物堆),11f,1,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,24,8,9,8(宝物堆),202,4,
1e4,レザァリグラ柱廊 雷扎里格拉柱廊,25,2,5,8(宝物堆),187,3,
