说话人名称:说话人ID:日文原文（出现多次）,章节_1,当前翻译_1,章节_2,当前翻译_2,章节_3,当前翻译_3,章节_4,当前翻译_4,章节_5,当前翻译_5,章节_6,当前翻译_6,章节_7,当前翻译_7,章节_8,当前翻译_8,章节_9,当前翻译_9,章节_10,当前翻译_10,章节_11,当前翻译_11,章节_12,当前翻译_12,章节_13,当前翻译_13,章节_14,当前翻译_14,章节_15,当前翻译_15,章节_16,当前翻译_16,章节_17,当前翻译_17,章节_18,当前翻译_18,章节_19,当前翻译_19,章节_20,当前翻译_20,章节_21,当前翻译_21,章节_22,当前翻译_22,章节_23,当前翻译_23,章节_24,当前翻译_24,章节_25,当前翻译_25,章节_26,当前翻译_26,章节_27,当前翻译_27,章节_28,当前翻译_28,章节_29,当前翻译_29,章节_30,当前翻译_30,章节_31,当前翻译_31,章节_32,当前翻译_32,章节_33,当前翻译_33,章节_34,当前翻译_34,章节_35,当前翻译_35,章节_36,当前翻译_36,章节_37,当前翻译_37,章节_38,当前翻译_38,章节_39,当前翻译_39,章节_40,当前翻译_40,章节_41,当前翻译_41,章节_42,当前翻译_42,章节_43,当前翻译_43,章节_44,当前翻译_44,章节_45,当前翻译_45,章节_46,当前翻译_46,章节_47,当前翻译_47,章节_48,当前翻译_48,章节_49,当前翻译_49,章节_50,当前翻译_50,章节_51,当前翻译_51,章节_52,当前翻译_52,章节_53,当前翻译_53,章节_54,当前翻译_54,章节_55,当前翻译_55,章节_56,当前翻译_56,章节_57,当前翻译_57,章节_58,当前翻译_58,章节_59,当前翻译_59,章节_60,当前翻译_60,章节_61,当前翻译_61,章节_62,当前翻译_62,章节_63,当前翻译_63,章节_64,当前翻译_64,章节_65,当前翻译_65,章节_66,当前翻译_66,章节_67,当前翻译_67,章节_68,当前翻译_68,章节_69,当前翻译_69,章节_70,当前翻译_70,章节_71,当前翻译_71,章节_72,当前翻译_72,章节_73,当前翻译_73,章节_74,当前翻译_74,章节_75,当前翻译_75,章节_76,当前翻译_76,章节_77,当前翻译_77,章节_78,当前翻译_78,章节_79,当前翻译_79,章节_80,当前翻译_80
ミケユ:4:「ぐぬぬぬぬ！　巨乳よ巨乳よ巨乳さん！　私のおっぱいも大きくなりますように！」,SP0162,「咕努努努努……！巨乳呀巨乳呀巨乳小姐！请让我的胸部也变大吧！」,SP0163,「咕努努努努……！巨乳呀巨乳呀巨乳小姐！请让我的胸部也变大吧！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミケユ:4:「じー」,SP0162,「盯——」,SP0163,「盯——」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミケユ:4:「そんなことないもん！　これでもまぁまぁあるんだから！」,SP0162,「才没有那回事嘛！人家这样也还是挺有的好不好！」,SP0163,「才没有那回事嘛！人家这样也还是挺有的好不好！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミケユ:4:「もうイオルってばえい！」,SP0162,「真是的，伊欧露……嘿！」,SP0163,「真是的，伊欧露……嘿！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミケユ:4:「もーイオル？　いつまでそこにいるの、身体が冷えちゃうよ？」,SP0162,「真是的，伊欧露？你还要在那里待多久呀，身体会着凉的哦？」,SP0163,「真是的，伊欧露？你还要在那里待多久呀，身体会着凉的哦？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミケユ:4:「もーっ」,SP0162,「真是的！」,SP0163,「真是的！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミケユ:4:「配置物踏んだ」,SC6910,「踩到配置物了」,SC6920,「踩到配置物了」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミケユ:4:「」,SC0530,「…………」,SC2060,「…………」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ユエラ:19:「私はユエラではない！」,$3$SC2340,「我不是由艾拉！」,$3$SC2340,「我不是由艾拉！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リシュエンツェーリ:8:「あらあら？　ならば私が仲良くなって差し上げますわ。温泉は皆で楽しく入ってこそですもの」,SP0162,「哎呀呀？那就由本小姐来和大家交个朋友吧。温泉就是要大家一起开心地泡才像样嘛」,SP0163,「哎呀呀？那就由本小姐来和大家交个朋友吧。温泉就是要大家一起开心地泡才像样嘛」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リシュエンツェーリ:8:「お待ちなさい。それならば私の方が適任ではなくて？」,SP0162,「且慢。若论适任，难道不是本小姐更合适吗？」,SP0163,「且慢。若论适任，难道不是本小姐更合适吗？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リシュエンツェーリ:8:「ほーらご覧なさいっ、ぼんっきゅっぼんの真骨頂、このリシュエンツェーリの肉体美を！」,SP0162,「看好了！波~翘~波的真髓，本小姐莉秀恩兹利的肉体美！」,SP0163,「看好了！波~翘~波的真髓，本小姐莉秀恩兹利的肉体美！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リシュエンツェーリ:8:「何も出来ずただの、役立たずで終わるなんて無念、ですわ」,SC5830,「什么都做不到……只能像个废物一样迎来终结……实在是不甘心啊……」,SC6200,「什么都做不到……只能像个废物一样迎来终结……实在是不甘心啊……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リシュエンツェーリ:8:「戦闘敗北」,SC6910,「战斗败北」,SC6920,「战斗败北」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リシュエンツェーリ:8:「」,SC4310,「……」,SC6630,「……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リシュエンツェーリ:8:「はい」,SC2120,「…………好」,SC2120,「…………好」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リリィ:15:「うん！」,$1$SC4330,「嗯！」,$1$SC6030,「嗯！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「アヴァロ隊長、頑張って」,SC2150,「阿瓦罗队长，加油」,SC3210,「阿瓦罗队长，加油」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「あなたがそれを言う？　どっちも変わらないくらいに大きいわよ」,SP0162,「这话轮到你说？两边都大得不相上下哦」,SP0163,「这话轮到你说？两边都大得不相上下哦」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「あなたと？　どうも良好な関係を作れる気がしないのだけれど」,SP0162,「和你……？我总觉得没法和你建立起什么良好关系呢」,SP0163,「和你……？我总觉得没法和你建立起什么良好关系呢」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「ここが噂の迷宮ね。賭け事とはよく言ったものだわ、ただでは入ることができないみたい」,$3$SC0840,「这里就是传闻中的迷宫呢。把它称作赌局，还真是没说错——看来不花钱是进不去的」,$3$SC0840,「这里就是传闻中的迷宫呢。把它称作赌局，还真是没说错——看来不花钱是进不去的」,$3$SC0840,「这里就是传闻中的迷宫呢。把它称作赌局，还真是没说错——看来不花钱是进不去的」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「どうするの、アヴァロ隊長？」,$3$SC0840,「该怎么办呢，阿瓦罗队长？」,$3$SC0840,「该怎么办呢，阿瓦罗队长？」,$3$SC0840,「该怎么办呢，阿瓦罗队长？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「わかったわ。お金が貯まったら是非来ましょう」,$3$SC0840,「我知道了。等攒够钱了，一定要来哦」,$3$SC0840,「我知道了。等攒够钱了，一定要来哦」,$3$SC0840,「我知道了。等攒够钱了，一定要来哦」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「わかったわ。では、お金を入れるわね」,$3$SC0840,「我知道了。那我把钱投进去喽」,$3$SC0840,「我知道了。那我把钱投进去喽」,$3$SC0840,「我知道了。那我把钱投进去喽」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「わかったわ。残念だけれど、アヴァロ隊長に従うわ」,$3$SC0840,「我知道了。虽然有点可惜，不过我听阿瓦罗队长的」,$3$SC0840,「我知道了。虽然有点可惜，不过我听阿瓦罗队长的」,$3$SC0840,「我知道了。虽然有点可惜，不过我听阿瓦罗队长的」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「自然な空気感であることが、何よりの証拠。出会ってさしたる時をかけずに、そうした関係を構築できるなんて、うらやましいわ」,SP0162,「相处得如此自然，就是最好的证据。相识没多久就能建立起这样的关系，真让人羡慕呢」,SP0163,「相处得如此自然，就是最好的证据。相识没多久就能建立起这样的关系，真让人羡慕呢」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「仲がいいわね、あなたたち」,SP0162,「你们感情真好呢」,SP0163,「你们感情真好呢」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「」,SC0130,「……」,SC2800,「……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロズリーヌ:7:「あぁ、命が尽きそうだわ。ようやく生が終わると思えないのは、何故かしら」,$5$SC6320,「……啊，生命就要耗尽了。为何我无法相信，自己的人生终于要迎来终结呢……」,SC6300,「……啊，生命就要耗尽了。为何我无法相信，自己的人生终于要迎来终结呢……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嫌らしい顔の男:b5:「依頼の品はできているか？」,SC1650,「委托的货做好了没有？」,SC3120,「委托的货做好了没有？」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
思春期カトリト:b:「う、うぅ」,SC1620,「呜、呜呜……」,SC1620,「呜、呜呜……」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上級悪魔カノン:1d6:「ガアアアアアアアアアァァァッ」,SC0040,「嘎啊啊啊啊啊啊啊啊——！」,SC5740,「嘎啊啊啊啊啊啊啊啊——！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
通りすがりの娘:73:「ありがとうございます。よろしくお願いしますね」,$2$SC1830,「谢谢您。那就拜托您了」,SC2150,「谢谢您。那就拜托您了」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天枯の飢狼王:109:「グルルルルルルルアアアアアァァァァッ！！」,SC6600,「咕噜噜噜噜噜噜啊啊啊啊啊啊啊啊啊——！！」,SC6600,「咕噜噜噜噜噜噜啊啊啊啊啊啊啊啊啊——！！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
